Name,CASRN_DTXSID,Identifier,SMILES_DTXSID,SMILES,MolecularFormula,MonoisotopicMass,InChI,InChIKey,DTXCID_MSready,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MGperKG_BWperDAY,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,KEMIMARKET,MASSBANKREF,NORMANPRI,STOFFIDENT,TOXCAST
Caffeine monohydrate,5743-12-4,DTXSID50206015,O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,5,-,-,22,-,-,-,-,-,-
Isopropylantipyrine mixed with ethenzamide and caffeine monohydrate (3:5:1),82464-70-8,DTXSID50231746,CCOC1=CC=CC=C1C(N)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,8,-,-,-,-,-,-
Impletol depot bayer,95017-34-8,DTXSID50241729,C=CN1CCCC1=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,2,8,-,-,-,-,-,-
"Caffeine, citrated",69-22-7,DTXSID5046938,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,2.52E-07,19,0,71,33,9,-,-,-,-,-
"Sulfuric acid--1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",65116-85-0,DTXSID50793879,OS(O)(=O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,1,-,-,3,-,-,-,-,-,-
"Acetaminophen mixture with Aspirin, Caffeine and salicylamide",53908-21-7,DTXSID60202184,NC(=O)C1=CC=CC=C1O.CC(=O)NC1=CC=C(O)C=C1.CC(=O)OC1=CC=CC=C1C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,9,-,-,-,-,-,-
Caffeine salicylate,5743-22-6,DTXSID70206017,OC(=O)C1=CC=CC=C1O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,5,-,-,14,-,-,-,-,-,-
NSC301682,77590-19-3,DTXSID70330720,Cl[Pt](Cl)Cl.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,2,-,-,4,-,-,-,-,-,-
Acetaminophen mixture with caffeine and dihydrocodeine,956595-83-8,DTXSID80241914,CC(=O)NC1=CC=C(O)C=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.COC1=C2O[C@H]3[C@@H](O)CC[C@H]4[C@H]5CC(C=C1)=C2[C@@]34CCN5C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,3,-,-,-,-,-,-
"Potassium (1S,3R,4R,5R)-3-{[3-(3,4-dihydroxyphenyl)acryloyl]oxy}-1,4,5-trihydroxycyclohexane-1-carboxylate--1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1/1)",102735-66-0,DTXSID80635531,[K+].CN1C=NC2=C1C(=O)N(C)C(=O)N2C.O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C=CC2=CC(O)=C(O)C=C2)[C@@H]1O)C([O-])=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,2,-,-,5,-,-,-,-,-,-
Aspirin mixture with caffeine and salicylamide,53664-50-9,DTXSID90201903,NC(=O)C1=CC=CC=C1O.CC(=O)OC1=CC=CC=C1C(O)=O.CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,5,-,-,11,-,-,-,-,-,-
Optalidon,60382-50-5,DTXSID90209141,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O.CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,7,-,9,7,-,-,-,-,-,-
Hydantol F,72981-86-3,DTXSID90223261,[Na+].[Na+].[O-]C(=O)C1=CC=CC=C1.CN1C=NC2=C1C(=O)N(C)C(=O)N2C.CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.[O-]C1=NC(=O)NC1(C1=CC=CC=C1)C1=CC=CC=C1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,DTXCID40232,-,3,-,-,4,-,-,-,-,-,-
"5-[(3,5-Dimethyl-1,2-oxazol-4-yl)methyl]-1,3,4-oxadiazol-2-amine",1248908-06-6,DTXSID90677745,CC1=C(CC2=NN=C(N)O2)C(C)=NO1,CC1=C(CC2=NN=C(N)O2)C(C)=NO1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-4-6(5(2)14-12-4)3-7-10-11-8(9)13-7/h3H2,1-2H3,(H2,9,11)",SEEDKEVLDIGVPL-UHFFFAOYSA-N,DTXCID90628494,-,1,-,-,10,-,-,-,-,-,-
Enprofylline,41078-02-8,DTXSID9045186,CCCN1C2=C(NC=N2)C(=O)NC1=O,CCCN1C2=C(NC=N2)C(=O)NC1=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-2-3-12-6-5(9-4-10-6)7(13)11-8(12)14/h4H,2-3H2,1H3,(H,9,10)(H,11,13,14)",SIQPXVQCUCHWDI-UHFFFAOYSA-N,DTXCID7025186,1.31E-07,32,1.56,186,91,6,1,-,-,-,-
Nitric acid--N''-(2-methyl-4-nitrophenyl)guanidine (1/1),796738-73-3,DTXSID50703377,O[N+]([O-])=O.CC1=C(C=CC(=C1)[N+]([O-])=O)N=C(N)N,CC1=CC(=CC=C1N=C(N)N)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5-4-6(12(13)14)2-3-7(5)11-8(9)10/h2-4H,1H3,(H4,9,10,11)",STXXMCQQEVOHHE-UHFFFAOYSA-N,DTXCID00985489,-,1,-,-,8,-,-,-,-,-,-
"1,3-Benzenedicarboxylic acid, dihydrazide",2760-98-7,DTXSID2038813,NNC(=O)C1=CC(=CC=C1)C(=O)NN,NNC(=O)C1=CC(=CC=C1)C(=O)NN,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-11-7(13)5-2-1-3-6(4-5)8(14)12-10/h1-4H,9-10H2,(H,11,13)(H,12,14)",UTTHLMXOSUFZCQ-UHFFFAOYSA-N,DTXCID0018813,1.97E-07,33,0.72,-,66,1,1,-,-,-,1
"1,4-Bis(diazoacetyl)butane",1448-16-4,DTXSID8074524,[N-]=[N+]=CC(=O)CCCCC(=O)C=[N+]=[N-],[N-]=[N+]=CC(=O)CCCCC(=O)C=[N+]=[N-],C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-11-5-7(13)3-1-2-4-8(14)6-12-10/h5-6H,1-4H2",VFZYDBOHAXCBKP-UHFFFAOYSA-N,DTXCID6034710,-,12,-,5,17,-,-,-,-,-,-
"6-Formyl-4,5,6,7-tetrahydro-1H-pyrazolo[3,4-c]pyridine-3-carboxamide",821785-77-7,DTXSID90838995,NC(=O)C1=NNC2=C1CCN(C2)C=O,NC(=O)C1=NNC2=C1CCN(C2)C=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-8(14)7-5-1-2-12(4-13)3-6(5)10-11-7/h4H,1-3H2,(H2,9,14)(H,10,11)",VGQUDQQAIPJLBS-UHFFFAOYSA-N,DTXCID50789737,-,1,-,-,4,-,-,-,-,-,-
"Guanidine, N-nitro-N'-(phenylmethyl)-",5415-72-5,DTXSID10202497,N\C(N[N+]([O-])=O)=N/CC1=CC=CC=C1,N\C(N[N+]([O-])=O)=N/CC1=CC=CC=C1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c9-8(11-12(13)14)10-6-7-4-2-1-3-5-7/h1-5H,6H2,(H3,9,10,11)",WCCBIXJPHUFQOF-UHFFFAOYSA-N,DTXCID10124988,-,5,-,-,21,-,1,-,-,-,-
2-ACETAMIDOISONIAZID,58481-02-0,DTXSID00879152,CC(O)=NC1=NC=CC(=C1)C(O)=NN,CC(O)=NC1=NC=CC(=C1)C(O)=NN,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5(13)11-7-4-6(2-3-10-7)8(14)12-9/h2-4H,9H2,1H3,(H,12,14)(H,10,11,13)",WJESGJRNBIPQFA-UHFFFAOYSA-N,DTXCID601017169,-,3,-,-,-,-,-,-,-,-,-
"1-(3-Hydroxypropyl)-1,4-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one",923283-93-6,DTXSID60738256,OCCCN1N=CC2=C1C(=O)N=CN2,OCCCN1N=CC2=C1C(=O)N=CN2,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c13-3-1-2-12-7-6(4-11-12)9-5-10-8(7)14/h4-5,13H,1-3H2,(H,9,10,14)",WLTCFRTZLFJIJE-UHFFFAOYSA-N,DTXCID90689000,-,1,-,-,6,-,-,-,-,-,-
8-Methyltheophylline,830-65-9,DTXSID10232118,CN1C2=C(NC(C)=N2)C(=O)N(C)C1=O,CN1C2=C(NC(C)=N2)C(=O)N(C)C1=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-4-9-5-6(10-4)11(2)8(14)12(3)7(5)13/h1-3H3,(H,9,10)",WZBKGWBHAPBSBF-UHFFFAOYSA-N,DTXCID10154609,-,5,-,-,54,-,-,-,-,-,-
"2-Amino-7-(methoxymethyl)-1,7-dihydro-4H-pyrrolo[2,3-d]pyrimidin-4-one",90065-73-9,DTXSID10701258,COCN1C=CC2=C1NC(N)=NC2=O,COCN1C=CC2=C1NC(N)=NC2=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-14-4-12-3-2-5-6(12)10-8(9)11-7(5)13/h2-3H,4H2,1H3,(H3,9,10,11,13)",XMHYISSHMOCCCC-UHFFFAOYSA-N,DTXCID80652006,-,1,-,-,6,-,-,-,-,-,-
N''-(4-Methyl-3-nitrophenyl)guanidine,754214-00-1,DTXSID80822929,CC1=C(C=C(C=C1)N=C(N)N)[N+]([O-])=O,CC1=C(C=C(C=C1)N=C(N)N)[N+]([O-])=O,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-5-2-3-6(11-8(9)10)4-7(5)12(13)14/h2-4H,1H3,(H4,9,10,11)",ZDGOBULKEQZSPT-UHFFFAOYSA-N,DTXCID50773671,-,1,-,-,5,-,-,-,-,-,-
"2-(3-Hydroxypropyl)-2,4-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one",923283-91-4,DTXSID00738255,OCCCN1C=C2NC=NC(=O)C2=N1,OCCCN1C=C2NC=NC(=O)C2=N1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c13-3-1-2-12-4-6-7(11-12)8(14)10-5-9-6/h4-5,13H,1-3H2,(H,9,10,14)",ZGPUCHWPSHUMCI-UHFFFAOYSA-N,DTXCID10688999,-,1,-,-,6,-,-,-,-,-,-
"2,4,6-Trimethyl-2H-pyrazolo[4,3-d]pyrimidine-5,7(4H,6H)-dione",3920-36-3,DTXSID70494770,CN1C=C2N(C)C(=O)N(C)C(=O)C2=N1,CN1C=C2N(C)C(=O)N(C)C(=O)C2=N1,C8H10N4O2,194.0803756,"InChI=1S/C8H10N4O2/c1-10-4-5-6(9-10)7(13)12(3)8(14)11(5)2/h4H,1-3H3",ZKFGMBUHFQDXAU-UHFFFAOYSA-N,DTXCID70445580,-,1,-,-,7,-,-,-,-,-,-
"4-Hydrazinyltetrazolo[1,5-a]quinoxaline",61148-36-5,DTXSID10497225,NNC1=NC2=CC=CC=C2N2N=NN=C12,NNC1=NC2=CC=CC=C2N2N=NN=C12,C8H7N7,201.0762933,"InChI=1S/C8H7N7/c9-11-7-8-12-13-14-15(8)6-4-2-1-3-5(6)10-7/h1-4H,9H2,(H,10,11)",CRNPJFDTNGIYDU-UHFFFAOYSA-N,DTXCID10448035,-,1,-,-,8,-,-,-,-,-,-
"2,4-Diamino-6-azidoquinazoline",113494-57-8,DTXSID90150422,NC1=NC2=C(C=C(C=C2)N=[N+]=[N-])C(N)=N1,NC1=NC2=C(C=C(C=C2)N=[N+]=[N-])C(N)=N1,C8H7N7,201.0762933,"InChI=1S/C8H7N7/c9-7-5-3-4(14-15-11)1-2-6(5)12-8(10)13-7/h1-3H,(H4,9,10,12,13)",DGWQDPLZGIMZQD-UHFFFAOYSA-N,DTXCID7072913,-,7,-,1,14,-,-,-,-,-,-
"3-Methylpyrazino(2,3-d)(1,2,4)triazolo(4,3-b)pyridazin-6(5H)-imine",81450-48-8,DTXSID00231115,CC1=NN=C2N1N=C(N)C1=NC=CN=C21,CC1=NN=C2N1N=C(N)C1=NC=CN=C21,C8H7N7,201.0762933,"InChI=1S/C8H7N7/c1-4-12-13-8-6-5(10-2-3-11-6)7(9)14-15(4)8/h2-3H,1H3,(H2,9,14)",ZGKWDSOUXAFBQV-UHFFFAOYSA-N,DTXCID00153606,-,4,-,-,13,-,-,-,-,-,-
"5-(Trifluoromethyl)-1,2,3,4-tetrahydroquinoline",939758-74-4,DTXSID30585673,FC(F)(F)C1=C2CCCNC2=CC=C1,FC(F)(F)C1=C2CCCNC2=CC=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-4-1-5-9-7(8)3-2-6-14-9/h1,4-5,14H,2-3,6H2",ANAKGDXHTHSQBX-UHFFFAOYSA-N,DTXCID80536438,-,1,-,-,8,-,-,-,-,-,-
"5-(Trifluoromethyl)-1,2,3,4-tetrahydroquinoline--hydrogen chloride (1/1)",1260683-15-5,DTXSID80719244,Cl.FC(F)(F)C1=C2CCCNC2=CC=C1,FC(F)(F)C1=C2CCCNC2=CC=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-4-1-5-9-7(8)3-2-6-14-9/h1,4-5,14H,2-3,6H2",ANAKGDXHTHSQBX-UHFFFAOYSA-N,DTXCID80536438,-,1,-,-,29,-,-,-,-,-,-
1-[3-(Trifluoromethyl)phenyl]cyclopropan-1-amine,503417-34-3,DTXSID30655567,NC1(CC1)C1=CC(=CC=C1)C(F)(F)F,NC1(CC1)C1=CC(=CC=C1)C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-3-1-2-7(6-8)9(14)4-5-9/h1-3,6H,4-5,14H2",DDCYKBUZSOJYES-UHFFFAOYSA-N,DTXCID30606317,-,1,-,-,33,-,-,-,-,-,-
1-[3-(Trifluoromethyl)phenyl]cyclopropan-1-amine--hydrogen chloride (1/1),1108698-58-3,DTXSID40738411,Cl.NC1(CC1)C1=CC(=CC=C1)C(F)(F)F,NC1(CC1)C1=CC(=CC=C1)C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-3-1-2-7(6-8)9(14)4-5-9/h1-3,6H,4-5,14H2",DDCYKBUZSOJYES-UHFFFAOYSA-N,DTXCID30606317,-,1,-,-,17,-,-,-,-,-,-
N-Allyl-3-(trifluoromethyl)aniline,61219-93-0,DTXSID50210137,FC(F)(F)C1=CC(NCC=C)=CC=C1,FC(F)(F)C1=CC(NCC=C)=CC=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c1-2-6-14-9-5-3-4-8(7-9)10(11,12)13/h2-5,7,14H,1,6H2",DGJLLKBHFCFOOZ-UHFFFAOYSA-N,DTXCID50132628,-,3,-,-,19,-,-,-,-,-,-
1-Benzyl-2-(trifluoromethyl)aziridine,106240-89-5,DTXSID80340138,FC(F)(F)C1CN1CC1=CC=CC=C1,FC(F)(F)C1CN1CC1=CC=CC=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-7-14(9)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",FXTYNGNFIMWUGV-UHFFFAOYSA-N,DTXCID60890883,-,2,-,-,12,-,-,-,-,-,-
"Benzenamine, N,N-dimethyl-4-(trifluoroethenyl)-",134959-15-2,DTXSID10438193,CN(C)C1=CC=C(C=C1)C(F)=C(F)F,CN(C)C1=CC=C(C=C1)C(F)=C(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c1-14(2)8-5-3-7(4-6-8)9(11)10(12)13/h3-6H,1-2H3",HLDCRPDNVMZRGC-UHFFFAOYSA-N,DTXCID10389015,-,1,-,-,11,-,-,-,-,-,-
"7-(trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline",199678-32-5,DTXSID50438899,FC(F)(F)C1=CC2=C(CCNC2)C=C1,FC(F)(F)C1=CC2=C(CCNC2)C=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-2-1-7-3-4-14-6-8(7)5-9/h1-2,5,14H,3-4,6H2",NGQHLYGRTFVUEM-UHFFFAOYSA-N,DTXCID00389721,-,4,-,-,62,-,-,-,-,-,-
"7-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",220247-87-0,DTXSID90656818,Cl.FC(F)(F)C1=CC2=C(CCNC2)C=C1,FC(F)(F)C1=CC2=C(CCNC2)C=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-2-1-7-3-4-14-6-8(7)5-9/h1-2,5,14H,3-4,6H2",NGQHLYGRTFVUEM-UHFFFAOYSA-N,DTXCID00389721,-,1,-,-,52,-,-,-,-,-,-
3-[3-(Trifluoromethyl)phenyl]azetidine--hydrogen chloride (1/1),1203683-17-3,DTXSID30857221,Cl.FC(F)(F)C1=CC=CC(=C1)C1CNC1,FC(F)(F)C1=CC=CC(=C1)C1CNC1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-3-1-2-7(4-9)8-5-14-6-8/h1-4,8,14H,5-6H2",QIDCHOATOFXNSX-UHFFFAOYSA-N,DTXCID30908308,-,1,-,-,6,-,-,-,-,-,-
1-[4-(Trifluoromethyl)phenyl]cyclopropan-1-amine--hydrogen chloride (1/1),1228880-06-5,DTXSID40856184,Cl.NC1(CC1)C1=CC=C(C=C1)C(F)(F)F,NC1(CC1)C1=CC=C(C=C1)C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-3-1-7(2-4-8)9(14)5-6-9/h1-4H,5-6,14H2",RFWYCBTXBMMOBH-UHFFFAOYSA-N,DTXCID60648381,-,1,-,-,12,-,-,-,-,-,-
1-[4-(Trifluoromethyl)phenyl]cyclopropan-1-amine,474709-86-9,DTXSID60697632,NC1(CC1)C1=CC=C(C=C1)C(F)(F)F,NC1(CC1)C1=CC=C(C=C1)C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-3-1-7(2-4-8)9(14)5-6-9/h1-4H,5-6,14H2",RFWYCBTXBMMOBH-UHFFFAOYSA-N,DTXCID60648381,-,1,-,-,38,-,-,-,-,-,-
"7-(trifluoromethyl)-1,2,3,4-tetrahydroquinoline",450-62-4,DTXSID20381747,FC(F)(F)C1=CC2=C(CCCN2)C=C1,FC(F)(F)C1=CC2=C(CCCN2)C=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-4-3-7-2-1-5-14-9(7)6-8/h3-4,6,14H,1-2,5H2",RGZZKZNESVFQKR-UHFFFAOYSA-N,DTXCID00332772,-,1,-,-,57,-,-,-,-,-,-
"5-Methyl-6-(trifluoromethyl)-2,3-dihydro-1H-indole",200711-22-4,DTXSID10441041,CC1=CC2=C(NCC2)C=C1C(F)(F)F,CC1=CC2=C(NCC2)C=C1C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c1-6-4-7-2-3-14-9(7)5-8(6)10(11,12)13/h4-5,14H,2-3H2,1H3",SJDNGKSDFPRJQU-UHFFFAOYSA-N,DTXCID40391863,-,1,-,-,31,-,-,-,-,-,-
"5-Methyl-6-(trifluoromethyl)-2,3-dihydro-1H-indole--hydrogen chloride (1/1)",280121-24-6,DTXSID50673768,Cl.CC1=CC2=C(NCC2)C=C1C(F)(F)F,CC1=CC2=C(NCC2)C=C1C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c1-6-4-7-2-3-14-9(7)5-8(6)10(11,12)13/h4-5,14H,2-3H2,1H3",SJDNGKSDFPRJQU-UHFFFAOYSA-N,DTXCID40391863,-,3,-,-,17,-,-,-,-,-,-
"5-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",215788-34-4,DTXSID30662877,Cl.FC(F)(F)C1=CC=CC2=C1CCNC2,FC(F)(F)C1=CC=CC2=C1CCNC2,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-3-1-2-7-6-14-5-4-8(7)9/h1-3,14H,4-6H2",VPHAVSUTGGDJSC-UHFFFAOYSA-N,DTXCID20885457,-,2,-,-,26,-,-,-,-,-,-
"6-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",215798-14-4,DTXSID50617243,Cl.FC(F)(F)C1=CC2=C(CNCC2)C=C1,FC(F)(F)C1=CC2=C(CNCC2)C=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-2-1-8-6-14-4-3-7(8)5-9/h1-2,5,14H,3-4,6H2",WOTVKLYMZOREFJ-UHFFFAOYSA-N,DTXCID60543347,-,2,-,-,36,-,-,-,-,-,-
"6-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline",284027-37-8,DTXSID70592583,FC(F)(F)C1=CC2=C(CNCC2)C=C1,FC(F)(F)C1=CC2=C(CNCC2)C=C1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-2-1-8-6-14-4-3-7(8)5-9/h1-2,5,14H,3-4,6H2",WOTVKLYMZOREFJ-UHFFFAOYSA-N,DTXCID60543347,-,1,-,-,51,-,-,-,-,-,-
1-[2-(Trifluoromethyl)phenyl]cyclopropan-1-amine--hydrogen chloride (1/1),886366-53-6,DTXSID50735294,Cl.NC1(CC1)C1=CC=CC=C1C(F)(F)F,NC1(CC1)C1=CC=CC=C1C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)8-4-2-1-3-7(8)9(14)5-6-9/h1-4H,5-6,14H2",XEGCOTWTYNWSJI-UHFFFAOYSA-N,DTXCID40997940,-,1,-,-,20,-,-,-,-,-,-
"8-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",1074764-70-7,DTXSID60662880,Cl.FC(F)(F)C1=CC=CC2=C1CNCC2,FC(F)(F)C1=CC=CC2=C1CNCC2,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-3-1-2-7-4-5-14-6-8(7)9/h1-3,14H,4-6H2",ZISQRAKOWZOXDR-UHFFFAOYSA-N,DTXCID40885459,-,1,-,-,22,-,-,-,-,-,-
"3-(Trifluoromethyl)-1,2,3,4-tetrahydroisoquinoline",223915-99-9,DTXSID10615745,FC(F)(F)C1CC2=CC=CC=C2CN1,FC(F)(F)C1CC2=CC=CC=C2CN1,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)9-5-7-3-1-2-4-8(7)6-14-9/h1-4,9,14H,5-6H2",ZKDBUNWBYCZLQF-UHFFFAOYSA-N,DTXCID60868486,-,3,-,-,14,-,-,-,-,-,-
"6-(Trifluoromethyl)-2,3-dihydro-1H-inden-1-amine",68755-40-8,DTXSID50628091,NC1CCC2=C1C=C(C=C2)C(F)(F)F,NC1CCC2=CC=C(C=C12)C(F)(F)F,C10H10F3N,201.0765338,"InChI=1S/C10H10F3N/c11-10(12,13)7-3-1-6-2-4-9(14)8(6)5-7/h1,3,5,9H,2,4,14H2",ZLXDFXSCHGSKFJ-UHFFFAOYSA-N,DTXCID90870911,-,1,-,-,8,-,-,-,-,-,-
